class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
225,Hooded Merganser,Hooded Merganser,"[""small thin bill"", ""small thin crest"", ""black upperparts"", ""white breast"", ""rich chestnut flank"", ""black head"", ""large white patches""]","A bird with small thin bill, small thin crest, black upperparts, white breast, rich chestnut flank, black head, and large white patches."
226,Northern Saw-whet Owl,Northern Saw-whet Owl,"[""small large rounded white-spotted head"", ""mottled brown whitish facial disk"", ""dark brown creamy yellow breast"", ""creamy yellow belly""]","A bird with small large rounded white-spotted head, mottled brown whitish facial disk, dark brown creamy yellow breast, and creamy yellow belly."
227,Blackbirds and Allies,,[],
228,Allen's Hummingbird,Allen's Hummingbird,"[""small compact stocky body"", ""long head"", ""coppery orange green plumage"", ""bronze-green upperparts"", ""small patches""]","A bird with small compact stocky body, long head, coppery orange green plumage, bronze-green upperparts, and small patches."
229,Common Merganser,Common Merganser,"[""large long gleaming white gray body"", ""thin pointed wings"", ""straight narrow bill"", ""shaggy crests"", ""dark iridescent green rusty cinnamon head"", ""white chest""]","A bird with large long gleaming white gray body, thin pointed wings, straight narrow bill, shaggy crests, dark iridescent green rusty cinnamon head, and white chest."
230,Pileated Woodpecker,Pileated Woodpecker,"[""large long white neck"", ""triangular flaming-red crest"", ""black plumage"", ""white red stripes""]","A bird with large long white neck, triangular flaming-red crest, black plumage, and white red stripes."
231,Finches and Allies,,[],
232,Heermann's Gull,Heermann's Gull,"[""medium-sized body"", ""long wings"", ""rounded white head"", ""long red pale bill"", ""dark gray upperparts"", ""gray underparts"", ""black legs"", ""black tip"", ""dark sooty brown plumage""]","A bird with medium-sized body, long wings, rounded white head, long red pale bill, dark gray upperparts, gray underparts, black legs, black tip, and dark sooty brown plumage."
233,Roseate Spoonbill,Roseate Spoonbill,"[""medium-sized waterbirds"", ""football-shaped body"", ""long legs"", ""long bill"", ""long white neck"", ""pink shoulder"", ""pink rump"", ""yellowish green head"", ""paler pink plumage""]","A bird with medium-sized waterbirds, football-shaped body, long legs, long bill, long white neck, pink shoulder, pink rump, yellowish green head, and paler pink plumage."
234,Golden Eagle,Golden Eagle,"[""white patches"", ""white wings""]",A bird with white patches and white wings.
235,Red-breasted Merganser,Red-breasted Merganser,"[""large slim long body"", ""long white neck"", ""long bill"", ""shaggy crest"", ""cinnamon chest"", ""cinnamon bands"", ""shaggy green brown head"", ""brownish-gray plumage"", ""brownish chin"", ""brownish breast""]","A bird with large slim long body, long white neck, long bill, shaggy crest, cinnamon chest, cinnamon bands, shaggy green brown head, brownish-gray plumage, brownish chin, and brownish breast."
236,Old World Sparrows,,[],
237,Mew Gull,Short-billed Gull,"[""small short slender yellow bill"", ""small white head"", ""short neck"", ""short blackish tail"", ""moderately long yellow legs"", ""medium gray upperparts"", ""white underparts"", ""black wingtips"", ""white spots"", ""dark eye"", ""brownish plumage"", ""gray back""]","A bird with small short slender yellow bill, small white head, short neck, short blackish tail, moderately long yellow legs, medium gray upperparts, white underparts, black wingtips, white spots, dark eye, brownish plumage, and gray back."
238,Ruddy Duck,Ruddy Duck,"[""small compact rich chestnut body"", ""scoop-shaped bright blue dull gray bill"", ""thick neck"", ""blackish cap"", ""dull gray-brown upperparts"", ""dull gray-brown underparts"", ""brownish plumage"", ""pale cheek""]","A bird with small compact rich chestnut body, scoop-shaped bright blue dull gray bill, thick neck, blackish cap, dull gray-brown upperparts, dull gray-brown underparts, brownish plumage, and pale cheek."
239,Western Gull,Western Gull,"[""large heavy body"", ""thick neck"", ""large head"", ""heavy yellow mottled sooty brown blackish bill"", ""white black gray back"", ""white-and-black upperwing black primary feathers"", ""red mark tip"", ""pale pink grayish-pink gray legs"", ""pale pink brown blackish feet"", ""dark brown northern plumage"", ""dark gray pink eye"", ""brownish wings""]","A bird with large heavy body, thick neck, large head, heavy yellow mottled sooty brown blackish bill, white black gray back, white-and-black upperwing black primary feathers, red mark tip, pale pink grayish-pink gray legs, pale pink brown blackish feet, dark brown northern plumage, dark gray pink eye, and brownish wings."
240,Ring-billed Gull,Ring-billed Gull,"[""slim yellow gray pink bill"", ""clean gray upperparts"", ""white brown-streaked head"", ""white body"", ""white tail"", ""black wingtips"", ""white plumage"", ""yellow gray pink legs"", ""black bands""]","A bird with slim yellow gray pink bill, clean gray upperparts, white brown-streaked head, white body, white tail, black wingtips, white plumage, yellow gray pink legs, and black bands."
241,California Gull,California Gull,"[""medium-sized body"", ""round head"", ""medium gray back"", ""yellow legs"", ""dark eye"", ""yellow bill"", ""small black ring plumage"", ""red spots"", ""black tip""]","A bird with medium-sized body, round head, medium gray back, yellow legs, dark eye, yellow bill, small black ring plumage, red spots, and black tip."
242,Herring Gull,Herring Gull,"[""large hefty body"", ""hefty bill"", ""light-gray mottled brown gray back"", ""black wingtips"", ""white head"", ""white underparts""]","A bird with large hefty body, hefty bill, light-gray mottled brown gray back, black wingtips, white head, and white underparts."
243,Glaucous-winged Gull,Glaucous-winged Gull,"[""large heavyset body"", ""flat head"", ""long heavy bill"", ""gray upperparts"", ""white underparts"", ""white spots"", ""pale brown plumage""]","A bird with large heavyset body, flat head, long heavy bill, gray upperparts, white underparts, white spots, and pale brown plumage."
244,Great Black-backed Gull,Great Black-backed Gull,"[""broad wings"", ""thick neck"", ""thick yellow black bill"", ""white slaty-black upperwing blackish flight feathers"", ""white slaty-black back"", ""dull pink legs"", ""red spots"", ""red eye"", ""checkered gray-brown white upperparts"", ""white-based black-tipped tail"", ""cold-toned transition dark backed body""]","A bird with broad wings, thick neck, thick yellow black bill, white slaty-black upperwing blackish flight feathers, white slaty-black back, dull pink legs, red spots, red eye, checkered gray-brown white upperparts, white-based black-tipped tail, and cold-toned transition dark backed body."
245,Caspian Tern,Caspian Tern,"[""large heavy body"", ""large head"", ""thick straight pointed bill"", ""forked tail"", ""long pointed wings"", ""white plumage"", ""pale gray upperwing feathers"", ""black crown"", ""grayish speckling"", ""dusky tip""]","A bird with large heavy body, large head, thick straight pointed bill, forked tail, long pointed wings, white plumage, pale gray upperwing feathers, black crown, grayish speckling, and dusky tip."
246,Black Tern,Black Tern,"[""thin pointed bill"", ""long pointed wings"", ""forked tail"", ""short legs"", ""dark gray upperparts"", ""black head"", ""black whitish underparts"", ""dusky crown"", ""dusky side"", ""dusky breast""]","A bird with thin pointed bill, long pointed wings, forked tail, short legs, dark gray upperparts, black head, black whitish underparts, dusky crown, dusky side, and dusky breast."
247,Common Tern,Common Tern,"[""pale gray plumage"", ""black partial cap"", ""orange black bill"", ""orange black legs"", ""white forehead"", ""black bars""]","A bird with pale gray plumage, black partial cap, orange black bill, orange black legs, white forehead, and black bars."
248,Forster's Tern,Forster's Tern,"[""slender body"", ""long tail"", ""long wings"", ""long pointed orange dark bill"", ""short legs"", ""gray upperparts"", ""white underparts"", ""black cap"", ""black tip"", ""wingtips silvery gray"", ""ghostly pale plumage"", ""white crown"", ""thick blackish eye"", ""white patches""]","A bird with slender body, long tail, long wings, long pointed orange dark bill, short legs, gray upperparts, white underparts, black cap, black tip, wingtips silvery gray, ghostly pale plumage, white crown, thick blackish eye, and white patches."
249,Royal Tern,Royal Tern,"[""large slender body"", ""long forked tail"", ""short legs"", ""gray underparts"", ""white upperparts"", ""black white crest"", ""bright orange bill"", ""white forehead"", ""white rear""]","A bird with large slender body, long forked tail, short legs, gray underparts, white upperparts, black white crest, bright orange bill, white forehead, and white rear."
250,Black Skimmer,Black Skimmer,"[""medium-sized tern-like seabird body"", ""long pale-edged wings"", ""long black red bill"", ""black brownish upperparts"", ""white underparts"", ""orange-red legs""]","A bird with medium-sized tern-like seabird body, long pale-edged wings, long black red bill, black brownish upperparts, white underparts, and orange-red legs."
251,Ovenbird,Ovenbird,"[""chunky body"", ""round head"", ""thick bill"", ""thick tail"", ""olive-green upperparts"", ""spotted underparts"", ""bold black plumage"", ""orange crown"", ""spotted stripes"", ""white eyering"", ""pink legs""]","A bird with chunky body, round head, thick bill, thick tail, olive-green upperparts, spotted underparts, bold black plumage, orange crown, spotted stripes, white eyering, and pink legs."
252,Green-tailed Towhee,Green-tailed Towhee,"[""small chunky stocky body"", ""big head"", ""stocky grayish olive-yellow tail"", ""grayish olive-yellow wings"", ""grayish olive-yellow back"", ""bright rufous crown"", ""white throat"", ""white stripes""]","A bird with small chunky stocky body, big head, stocky grayish olive-yellow tail, grayish olive-yellow wings, grayish olive-yellow back, bright rufous crown, white throat, and white stripes."
253,Louisiana Waterthrush,Louisiana Waterthrush,"[""large plump body"", ""short tail"", ""long legs"", ""brownish upperparts"", ""prominent white eyebrow"", ""pale underparts"", ""dark streaks""]","A bird with large plump body, short tail, long legs, brownish upperparts, prominent white eyebrow, pale underparts, and dark streaks."
254,Bobolink,Bobolink,"[""flat head"", ""short neck"", ""short tail"", ""black plumage"", ""white warm buffy brown dark back"", ""white rump"", ""rich buffy nape"", ""dark brown flank"", ""bold brown stripes""]","A bird with flat head, short neck, short tail, black plumage, white warm buffy brown dark back, white rump, rich buffy nape, dark brown flank, and bold brown stripes."
255,Gray-crowned Rosy-Finch,Gray-crowned Rosy-Finch,"[""short tail"", ""rich brown suffused black forecrown brownish plumage"", ""pink body"", ""gray side"", ""pink head"", ""pink throat"", ""grayish wings"", ""dusky bill""]","A bird with short tail, rich brown suffused black forecrown brownish plumage, pink body, gray side, pink head, pink throat, grayish wings, and dusky bill."
256,Western Wood-Pewee,Western Wood-Pewee,"[""medium-sized body"", ""long wings"", ""grayish-brown plumage"", ""pale wingbars"", ""gray breast"", ""gray side"", ""yellow lower mandible""]","A bird with medium-sized body, long wings, grayish-brown plumage, pale wingbars, gray breast, gray side, and yellow lower mandible."
257,Gray Jay,Canada Jay,"[""stocky large body"", ""round light gray head"", ""long tail"", ""broad rounded wings"", ""dark gray upperparts"", ""light gray underparts"", ""black back"", ""grayish black plumage""]","A bird with stocky large body, round light gray head, long tail, broad rounded wings, dark gray upperparts, light gray underparts, black back, and grayish black plumage."
258,Spotted Towhee,Spotted Towhee,"[""large thick pointed bill"", ""short neck"", ""chunky body"", ""long rounded tail"", ""jet-black upperparts""]","A bird with large thick pointed bill, short neck, chunky body, long rounded tail, and jet-black upperparts."
259,Summer Tanager,Summer Tanager,"[""medium-sized chunky big body"", ""large bright yellow-green head"", ""large thick blunt-tipped bill"", ""bright red patchy yellow plumage"", ""bright yellow-green underparts"", ""bright yellow-green back"", ""bright yellow-green wings""]","A bird with medium-sized chunky big body, large bright yellow-green head, large thick blunt-tipped bill, bright red patchy yellow plumage, bright yellow-green underparts, bright yellow-green back, and bright yellow-green wings."
260,Northern Waterthrush,Northern Waterthrush,"[""large trim body"", ""short fine bill"", ""short tail"", ""long legs"", ""brownish upperparts"", ""prominent pale eyebrow"", ""pale yellowish buff underparts"", ""dark streaks"", ""pink plumage""]","A bird with large trim body, short fine bill, short tail, long legs, brownish upperparts, prominent pale eyebrow, pale yellowish buff underparts, dark streaks, and pink plumage."
261,Carolina Chickadee,Carolina Chickadee,"[""tiny narrow body"", ""short neck"", ""large head"", ""black cap"", ""white cheek""]","A bird with tiny narrow body, short neck, large head, black cap, and white cheek."
262,Eastern Bluebird,Eastern Bluebird,"[""small body big rounded head"", ""large eye"", ""plump body"", ""straight bill"", ""deep blue grayish upperparts"", ""rusty brick-red throat"", ""rusty brick-red orange-brown breast"", ""bluish wings"", ""bluish tail""]","A bird with small body big rounded head, large eye, plump body, straight bill, deep blue grayish upperparts, rusty brick-red throat, rusty brick-red orange-brown breast, bluish wings, and bluish tail."
263,White-eyed Vireo,White-eyed Vireo,"[""hooked bill"", ""compact body"", ""thick neck"", ""white dark eye"", ""yellow-washed side"", ""gray head"", ""white chest"", ""white throat"", ""white wingbars""]","A bird with hooked bill, compact body, thick neck, white dark eye, yellow-washed side, gray head, white chest, white throat, and white wingbars."
264,Purple Martin,Purple Martin,"[""large broad-chested body"", ""hooked bill"", ""short forked tail"", ""long tapered brown-black wings"", ""iridescent dark blue-purple plumage"", ""gray head"", ""gray chest"", ""gray belly""]","A bird with large broad-chested body, hooked bill, short forked tail, long tapered brown-black wings, iridescent dark blue-purple plumage, gray head, gray chest, and gray belly."
265,Cactus Wren,Cactus Wren,"[""large chunky body"", ""long heavy bill"", ""long rounded tail"", ""short rounded wings"", ""speckled brown dark speckles plumage"", ""bright white eyebrow"", ""pale cinnamon side"", ""white chest"", ""heavy white streaks"", ""brown eye""]","A bird with large chunky body, long heavy bill, long rounded tail, short rounded wings, speckled brown dark speckles plumage, bright white eyebrow, pale cinnamon side, white chest, heavy white streaks, and brown eye."
266,Blue-winged Warbler,Blue-winged Warbler,"[""pointed heavy black bill"", ""bright yellow underparts"", ""yellow-green upperparts"", ""yellow-green wingbars"", ""blue-gray wings"", ""black eyeline plumage"", ""white undertail""]","A bird with pointed heavy black bill, bright yellow underparts, yellow-green upperparts, yellow-green wingbars, blue-gray wings, black eyeline plumage, and white undertail."
267,Eastern Towhee,Eastern Towhee,"[""seed-cracking bill"", ""chunky body"", ""long rounded tail"", ""bold sooty black upperparts"", ""sooty black breast"", ""warm rufous side"", ""white belly"", ""rich brown plumage""]","A bird with seed-cracking bill, chunky body, long rounded tail, bold sooty black upperparts, sooty black breast, warm rufous side, white belly, and rich brown plumage."
268,Red-winged Blackbird,Red-winged Blackbird,"[""stocky broad-shouldered body"", ""medium-length tail"", ""even glossy black crisply streaked dark brownish plumage"", ""red yellow shoulder"", ""whitish eyebrow""]","A bird with stocky broad-shouldered body, medium-length tail, even glossy black crisply streaked dark brownish plumage, red yellow shoulder, and whitish eyebrow."
269,Black Rosy-Finch,Black Rosy-Finch,"[""medium-sized chunky body"", ""blackish brownish yellow nonbreeders plumage"", ""gray crown""]","A bird with medium-sized chunky body, blackish brownish yellow nonbreeders plumage, and gray crown."
270,Eastern Wood-Pewee,Eastern Wood-Pewee,"[""medium-sized body"", ""long olive-gray dark wings"", ""long tail"", ""short legs"", ""upright posture"", ""short crown"", ""yellow underparts"", ""off-white throat"", ""thin white wingbars"", ""buffy plumage""]","A bird with medium-sized body, long olive-gray dark wings, long tail, short legs, upright posture, short crown, yellow underparts, off-white throat, thin white wingbars, and buffy plumage."
271,Steller's Jay,Steller's Jay,"[""large head"", ""chunky body"", ""rounded wings"", ""long full tail"", ""prominent triangular crest"", ""dark plumage"", ""white underparts""]","A bird with large head, chunky body, rounded wings, long full tail, prominent triangular crest, dark plumage, and white underparts."
272,Black-and-white Warbler,Black-and-white Warbler,"[""medium-sized body"", ""downcurved bill"", ""short neck"", ""boldly striped black white plumage"", ""black wings"", ""white wing bars"", ""obvious black streaking"", ""buff flank"", ""large black spots""]","A bird with medium-sized body, downcurved bill, short neck, boldly striped black white plumage, black wings, white wing bars, obvious black streaking, buff flank, and large black spots."
273,Rufous-crowned Sparrow,Rufous-crowned Sparrow,"[""large body"", ""rounded head"", ""long tail"", ""thick pointed bill"", ""grayish streaky back"", ""bright reddish-brown crown"", ""white eyering"", ""white malar"", ""white stripes""]","A bird with large body, rounded head, long tail, thick pointed bill, grayish streaky back, bright reddish-brown crown, white eyering, white malar, and white stripes."
274,Scarlet Tanager,Scarlet Tanager,"[""medium-sized broad body"", ""stocky proportions"", ""thick rounded bill"", ""brilliant red plumage"", ""black olive wings"", ""black olive tail""]","A bird with medium-sized broad body, stocky proportions, thick rounded bill, brilliant red plumage, black olive wings, and black olive tail."
275,Gray Catbird,Gray Catbird,"[""medium-sized slender body"", ""long rounded black blackish tail"", ""narrow straight bill"", ""broad rounded wings"", ""slaty gray plumage"", ""small black cap"", ""rich rufous-brown patches"", ""blackish undertail""]","A bird with medium-sized slender body, long rounded black blackish tail, narrow straight bill, broad rounded wings, slaty gray plumage, small black cap, rich rufous-brown patches, and blackish undertail."
276,Prothonotary Warbler,Prothonotary Warbler,"[""large heavy body"", ""big head"", ""large heavy bill"", ""bright golden yellow blue-gray wings"", ""yellow blue-gray tail"", ""yellow-olive back"", ""black eye"", ""solid yellow face"", ""white undertail"", ""paler yellow plumage""]","A bird with large heavy body, big head, large heavy bill, bright golden yellow blue-gray wings, yellow blue-gray tail, yellow-olive back, black eye, solid yellow face, white undertail, and paler yellow plumage."
277,Eastern Meadowlark,Eastern Meadowlark,"[""chunky medium-sized body"", ""short tail"", ""long spear-shaped bill"", ""brown pale black bright-yellow underparts"", ""black bright-yellow chest"", ""blackish barring"", ""outer feathers white""]","A bird with chunky medium-sized body, short tail, long spear-shaped bill, brown pale black bright-yellow underparts, black bright-yellow chest, blackish barring, and outer feathers white."
278,Black-capped Chickadee,Black-capped Chickadee,"[""tiny short neck"", ""large head"", ""narrow tail"", ""short bill"", ""bib black"", ""white underparts"", ""buffy side"", ""black small eye""]","A bird with tiny short neck, large head, narrow tail, short bill, bib black, white underparts, buffy side, and black small eye."
279,Western Bluebird,Western Bluebird,"[""small stocky body"", ""thin straight bill"", ""short tail"", ""blue upperparts"", ""blue breast"", ""blue back""]","A bird with small stocky body, thin straight bill, short tail, blue upperparts, blue breast, and blue back."
280,Brown-capped Rosy-Finch,Brown-capped Rosy-Finch,"[""small compact body"", ""short charcoal gray tail"", ""long rich brown wings"", ""rich brown upperparts"", ""rich brown underparts"", ""rich brown rump"", ""charcoal gray cap"", ""dark bill"", ""dark legs"", ""yellow brownish plumage""]","A bird with small compact body, short charcoal gray tail, long rich brown wings, rich brown upperparts, rich brown underparts, rich brown rump, charcoal gray cap, dark bill, dark legs, and yellow brownish plumage."
281,Least Flycatcher,Least Flycatcher,"[""little compact body"", ""grayish olive upperparts"", ""dusky breast"", ""bold white eyering"", ""white wingbars""]","A bird with little compact body, grayish olive upperparts, dusky breast, bold white eyering, and white wingbars."
282,Canyon Towhee,Canyon Towhee,"[""long tail"", ""chunky body"", ""short rounded wings"", ""thick legs"", ""warm rusty undertail"", ""buffy throat"", ""reddish crown""]","A bird with long tail, chunky body, short rounded wings, thick legs, warm rusty undertail, buffy throat, and reddish crown."
283,Tennessee Warbler,Tennessee Warbler,"[""small stocky body"", ""short tail"", ""thin sharply pointed bill"", ""gray head"", ""white line"", ""gray eye"", ""contrasting green back"", ""contrasting green wingbars"", ""greenish plumage"", ""white undertail""]","A bird with small stocky body, short tail, thin sharply pointed bill, gray head, white line, gray eye, contrasting green back, contrasting green wingbars, greenish plumage, and white undertail."
284,Red-breasted Nuthatch,Red-breasted Nuthatch,"[""small compact red-breasted short body"", ""pointed bill"", ""red-breasted short tail"", ""red-breasted short neck"", ""short wings"", ""black cap"", ""black white stripes"", ""black eye""]","A bird with small compact red-breasted short body, pointed bill, red-breasted short tail, red-breasted short neck, short wings, black cap, black white stripes, and black eye."
285,Bell's Vireo,Bell's Vireo,"[""slim build"", ""slender body"", ""long tail"", ""grayish upperparts"", ""whitish underparts"", ""whitish eye"", ""pale wingbars""]","A bird with slim build, slender body, long tail, grayish upperparts, whitish underparts, whitish eye, and pale wingbars."
286,Blue Jay,Blue Jay,"[""large crest"", ""broad rounded tail"", ""white light gray underparts"", ""various shades blue plumage"", ""black-and-white upperparts""]","A bird with large crest, broad rounded tail, white light gray underparts, various shades blue plumage, and black-and-white upperparts."
287,Tree Swallow,Tree Swallow,"[""streamlined small body"", ""long pointed wings"", ""long pointed tail"", ""flat body profile"", ""blue-green brown upperparts"", ""white underparts"", ""blackish flight feathers"", ""thin black eye"", ""gray-brown breast""]","A bird with streamlined small body, long pointed wings, long pointed tail, flat body profile, blue-green brown upperparts, white underparts, blackish flight feathers, thin black eye, and gray-brown breast."
288,Canyon Wren,Canyon Wren,"[""curved bill"", ""long tail"", ""short legs"", ""rounded body"", ""white throat"", ""black plumage""]","A bird with curved bill, long tail, short legs, rounded body, white throat, and black plumage."
289,Orange-crowned Warbler,Orange-crowned Warbler,"[""small body"", ""sharply pointed bill"", ""short wings"", ""short square tail"", ""thin white yellow stripes"", ""blackish line"", ""white yellow eye"", ""pale partial eyering"", ""orange crown""]","A bird with small body, sharply pointed bill, short wings, short square tail, thin white yellow stripes, blackish line, white yellow eye, pale partial eyering, and orange crown."
290,California Towhee,California Towhee,"[""large body"", ""rounded short wings"", ""long tail"", ""rusty patches"", ""rusty bill""]","A bird with large body, rounded short wings, long tail, rusty patches, and rusty bill."
291,Western Tanager,Western Tanager,"[""stocky yellow-green body"", ""short thick-based bill"", ""medium-length tail"", ""yellow black wings"", ""orange-red head"", ""two bold wingbars"", ""yellow upperpart marking"", ""white lower underparts"", ""red plumage""]","A bird with stocky yellow-green body, short thick-based bill, medium-length tail, yellow black wings, orange-red head, two bold wingbars, yellow upperpart marking, white lower underparts, and red plumage."
292,Western Meadowlark,Western Meadowlark,"[""shorter-tailed flat contrasting head"", ""long slender bill"", ""yellow underparts"", ""intricately patterned brown gray plumage"", ""black buff upperparts"", ""bright yellow breast"", ""contrasting stripes""]","A bird with shorter-tailed flat contrasting head, long slender bill, yellow underparts, intricately patterned brown gray plumage, black buff upperparts, bright yellow breast, and contrasting stripes."
293,Nashville Warbler,Nashville Warbler,"[""small compact plump body"", ""round gray head"", ""plump tail"", ""straight pointed bill"", ""yellow plumage"", ""green back"", ""white eyering"", ""yellow breast"", ""yellow undertail"", ""yellow coverts"", ""yellow underparts""]","A bird with small compact plump body, round gray head, plump tail, straight pointed bill, yellow plumage, green back, white eyering, yellow breast, yellow undertail, yellow coverts, and yellow underparts."
294,Pine Grosbeak,Pine Grosbeak,"[""large plump body"", ""heavy-chested round reddish orange yellow pink head"", ""reddish pink gray plumage"", ""orange yellow reddish pink rump"", ""dark gray wings"", ""white wingbars"", ""reddish pink belly""]","A bird with large plump body, heavy-chested round reddish orange yellow pink head, reddish pink gray plumage, orange yellow reddish pink rump, dark gray wings, white wingbars, and reddish pink belly."
295,Common Eider (Adult male),Common Eider,"[""large heavyset seabird body"", ""white upperparts"", ""black underparts"", ""black cap"", ""pale green nape"", ""green yellow-orange black bill"", ""chocolate brown plumage"", ""white breast"", ""white back""]","A bird with large heavyset seabird body, white upperparts, black underparts, black cap, pale green nape, green yellow-orange black bill, chocolate brown plumage, white breast, and white back."
296,Long-tailed Duck (Winter male),Long-tailed Duck,"[""small slender seabird dark brown body"", ""rounded black dark head"", ""small bill"", ""long tail"", ""white plumage"", ""large dark patches"", ""black dark neck"", ""pink bands"", ""white face""]","A bird with small slender seabird dark brown body, rounded black dark head, small bill, long tail, white plumage, large dark patches, black dark neck, pink bands, and white face."
297,Ruddy Duck (Breeding male),Ruddy Duck,"[""small compact rich chestnut body"", ""scoop-shaped bright blue dull gray bill"", ""thick neck"", ""blackish cap"", ""dull gray-brown upperparts"", ""dull gray-brown underparts"", ""brownish plumage"", ""pale cheek""]","A bird with small compact rich chestnut body, scoop-shaped bright blue dull gray bill, thick neck, blackish cap, dull gray-brown upperparts, dull gray-brown underparts, brownish plumage, and pale cheek."
298,Swainson's Hawk (Dark morph ),Swainson's Hawk,"[""broad longer-winged white wings"", ""short tail"", ""dark reddish-brown chest"", ""brown gray upperparts"", ""gray brown head"", ""dark individuals also occur body"", ""vary reddish nearly black plumage""]","A bird with broad longer-winged white wings, short tail, dark reddish-brown chest, brown gray upperparts, gray brown head, dark individuals also occur body, and vary reddish nearly black plumage."
299,Red-tailed Hawk (Light morph adult),Red-tailed Hawk,"[""large body proportions"", ""broad rounded streaked wings"", ""short wide dark-morph chocolate-brown warm red tail"", ""red-tailed rich brown cinnamon-red upperparts"", ""pale underparts"", ""streaked dark belly"", ""dark bars"", ""streaked shoulder"", ""young brown plumage"", ""rufous-morph reddish-brown chest""]","A bird with large body proportions, broad rounded streaked wings, short wide dark-morph chocolate-brown warm red tail, red-tailed rich brown cinnamon-red upperparts, pale underparts, streaked dark belly, dark bars, streaked shoulder, young brown plumage, and rufous-morph reddish-brown chest."
300,Pacific-slope Flycatcher,Pacific-slope Flycatcher,"[""slim body"", ""small upright posture"", ""large head"", ""greenish brown brownish upperparts"", ""pale gray underparts"", ""olive-tinged brownish breast"", ""strongly contrasting pale weak wingbars"", ""teardrop-shaped eyering""]","A bird with slim body, small upright posture, large head, greenish brown brownish upperparts, pale gray underparts, olive-tinged brownish breast, strongly contrasting pale weak wingbars, and teardrop-shaped eyering."
301,Florida Scrub-Jay,Florida Scrub-Jay,"[""large sturdy body"", ""long tail"", ""hefty legs"", ""big flat head"", ""heavy bill"", ""dull blue plumage"", ""whitish forehead"", ""pale gray back"", ""pale gray belly""]","A bird with large sturdy body, long tail, hefty legs, big flat head, heavy bill, dull blue plumage, whitish forehead, pale gray back, and pale gray belly."
302,Abert's Towhee,Abert's Towhee,"[""long tail"", ""grayish-brown upperparts"", ""brown underparts"", ""rusty undertail"", ""brown coverts"", ""pale grayish bill""]","A bird with long tail, grayish-brown upperparts, brown underparts, rusty undertail, brown coverts, and pale grayish bill."
303,Mountain Chickadee,Mountain Chickadee,"[""tiny full body"", ""large white head"", ""small bill"", ""long narrow tail"", ""rounded wings"", ""strikingly black gray elsewhere plumage"", ""white stripes""]","A bird with tiny full body, large white head, small bill, long narrow tail, rounded wings, strikingly black gray elsewhere plumage, and white stripes."
304,Mountain Bluebird,Mountain Bluebird,"[""small lanky body"", ""round head"", ""straight thin bill"", ""long pale blue wings"", ""long pale blue tail"", ""white undertail"", ""gray-brown plumage"", ""orange-brown chest""]","A bird with small lanky body, round head, straight thin bill, long pale blue wings, long pale blue tail, white undertail, gray-brown plumage, and orange-brown chest."
305,MacGillivray's Warbler,MacGillivray's Warbler,"[""compact small full body"", ""thick neck"", ""rich golden-olive olive brown upperparts"", ""bright yellow underparts"", ""bright yellow chest"", ""blackish lores"", ""whitish eye"", ""grayish brownish version hood"", ""pale throat""]","A bird with compact small full body, thick neck, rich golden-olive olive brown upperparts, bright yellow underparts, bright yellow chest, blackish lores, whitish eye, grayish brownish version hood, and pale throat."
306,Yellow-headed Blackbird,Yellow-headed Blackbird,"[""large black body"", ""large yellow head"", ""large bill"", ""yellow chest"", ""prominent white patches"", ""black wings"", ""brown plumage""]","A bird with large black body, large yellow head, large bill, yellow chest, prominent white patches, black wings, and brown plumage."
307,Yellow-throated Vireo,Yellow-throated Vireo,"[""small chunky body"", ""big olive-green head"", ""thick bill"", ""short tail"", ""two white bars"", ""gray wings""]","A bird with small chunky body, big olive-green head, thick bill, short tail, two white bars, and gray wings."
308,Mourning Warbler,Mourning Warbler,"[""small sturdy full body"", ""thick neck"", ""moderately long tail"", ""strong legs"", ""olive brownish upperparts"", ""yellow underparts"", ""gray hood"", ""black chest"", ""yellow patches"", ""yellow throat"", ""thin white eye""]","A bird with small sturdy full body, thick neck, moderately long tail, strong legs, olive brownish upperparts, yellow underparts, gray hood, black chest, yellow patches, yellow throat, and thin white eye."
309,American Tree Sparrow,American Tree Sparrow,"[""small rounded gray head"", ""small bill"", ""long thin tail"", ""rusty cap"", ""streaked brown back"", ""smooth gray-buff breast"", ""reddish-brown gray plumage""]","A bird with small rounded gray head, small bill, long thin tail, rusty cap, streaked brown back, smooth gray-buff breast, and reddish-brown gray plumage."
310,Northern Cardinal,Northern Cardinal,"[""large body"", ""long tail"", ""short thick reddish red-orange bill"", ""prominent crest"", ""brilliant red pale brown plumage"", ""black face""]","A bird with large body, long tail, short thick reddish red-orange bill, prominent crest, brilliant red pale brown plumage, and black face."
311,Purple Finch,Purple Finch,"[""purple large chunky no red plumage"", ""pink-red head"", ""brown back"", ""white belly"", ""streaked underparts"", ""dark line"", ""streaked side"", ""streaked throat""]","A bird with purple large chunky no red plumage, pink-red head, brown back, white belly, streaked underparts, dark line, streaked side, and streaked throat."
